timestamp,load_kw,temperature_c,humidity_pct,wind_speed_mps
2025-01-07 08:00:00,299.253,0.61,94.9,3.11
2025-01-07 09:00:00,324.191,3.29,100.0,2.11
2025-01-07 10:00:00,348.867,4.76,100.0,6.88
2025-01-07 11:00:00,353.298,8.39,90.7,2.98
2025-01-07 12:00:00,370.089,6.4,97.9,1.32
2025-01-07 13:00:00,380.322,8.24,95.1,2.74
2025-01-07 14:00:00,390.171,6.17,93.5,7.54
2025-01-07 15:00:00,386.33,5.17,89.6,0.92
2025-01-07 16:00:00,374.999,5.42,99.2,3.9
2025-01-07 17:00:00,346.92,5.5,99.4,0.45
2025-01-07 18:00:00,301.661,9.59,95.3,6.56
2025-01-07 19:00:00,275.429,4.25,99.3,1.9
2025-01-07 20:00:00,234.805,6.18,87.7,1.28
2025-01-07 21:00:00,230.547,2.62,100.0,7.23
2025-01-07 22:00:00,225.566,4.78,96.7,2.61
2025-01-07 23:00:00,224.366,3.18,96.0,2.68
2025-01-08 00:00:00,229.586,1.68,99.3,1.92
2025-01-08 01:00:00,228.181,1.39,97.3,1.99
2025-01-08 02:00:00,238.988,0.11,100.0,0.4
2025-01-08 03:00:00,241.066,1.76,92.4,3.85
2025-01-08 04:00:00,233.06,0.43,96.8,0.75
2025-01-08 05:00:00,242.483,-0.51,100.0,5.2
2025-01-08 06:00:00,240.839,-0.12,100.0,1.08
2025-01-08 07:00:00,258.346,2.83,100.0,2.87
2025-01-08 08:00:00,279.759,5.8,85.4,1.67
2025-01-08 09:00:00,303.705,4.31,100.0,1.92
2025-01-08 10:00:00,342.968,4.64,100.0,2.23
2025-01-08 11:00:00,369.793,6.01,87.9,3.44
2025-01-08 12:00:00,383.746,8.26,76.7,7.1
2025-01-08 13:00:00,384.736,7.0,93.2,1.88
2025-01-08 14:00:00,387.698,6.29,100.0,0.32
2025-01-08 15:00:00,372.743,8.82,100.0,6.1
2025-01-08 16:00:00,350.441,7.63,87.5,4.28
2025-01-08 17:00:00,322.498,9.11,100.0,1.04
2025-01-08 18:00:00,296.394,6.47,81.0,0.88
2025-01-08 19:00:00,278.582,3.59,96.2,3.55
2025-01-08 20:00:00,240.771,2.64,97.2,3.12
2025-01-08 21:00:00,217.486,6.69,100.0,8.28
2025-01-08 22:00:00,210.17,6.03,100.0,3.88
2025-01-08 23:00:00,223.992,2.26,100.0,1.58
2025-01-09 00:00:00,240.984,1.3,93.5,1.29
2025-01-09 01:00:00,229.946,3.78,100.0,2.8
2025-01-09 02:00:00,233.33,-0.63,100.0,0.42
2025-01-09 03:00:00,235.475,-0.39,93.9,0.61
2025-01-09 04:00:00,233.642,2.17,88.0,0.93
2025-01-09 05:00:00,229.281,0.81,100.0,1.55
2025-01-09 06:00:00,234.659,1.91,99.6,2.58
2025-01-09 07:00:00,258.221,2.28,92.5,4.07
2025-01-09 08:00:00,286.127,3.8,96.8,6.34
2025-01-09 09:00:00,303.756,6.29,96.8,5.54
2025-01-09 10:00:00,343.914,4.96,96.0,4.96
2025-01-09 11:00:00,359.697,6.57,84.9,1.86
2025-01-09 12:00:00,390.203,2.88,100.0,1.32
2025-01-09 13:00:00,392.861,6.56,100.0,3.5
2025-01-09 14:00:00,388.358,5.59,93.6,3.66
2025-01-09 15:00:00,384.187,5.09,94.5,1.02
2025-01-09 16:00:00,363.938,5.53,97.8,2.22
2025-01-09 17:00:00,337.772,6.1,88.1,1.23
2025-01-09 18:00:00,304.912,7.62,94.7,0.59
2025-01-09 19:00:00,284.001,3.42,90.6,3.31
2025-01-09 20:00:00,243.225,4.86,96.2,4.89
2025-01-09 21:00:00,229.947,3.26,91.8,7.78
2025-01-09 22:00:00,224.76,2.74,92.9,2.36
2025-01-09 23:00:00,217.072,4.14,100.0,0.47
2025-01-10 00:00:00,216.305,2.77,99.9,8.71
2025-01-10 01:00:00,222.882,3.57,99.6,9.22
2025-01-10 02:00:00,229.786,0.88,90.1,14.87
2025-01-10 03:00:00,241.254,-0.09,99.9,11.11
2025-01-10 04:00:00,232.751,0.77,100.0,3.17
2025-01-10 05:00:00,226.722,1.82,100.0,2.67
2025-01-10 06:00:00,231.86,2.19,87.4,4.54
2025-01-10 07:00:00,259.347,0.79,100.0,0.71
2025-01-10 08:00:00,278.193,3.39,100.0,1.48
2025-01-10 09:00:00,310.061,4.39,100.0,2.38
2025-01-10 10:00:00,331.239,8.83,87.1,5.68
2025-01-10 11:00:00,350.67,8.53,78.0,5.85
2025-01-10 12:00:00,378.782,4.78,90.7,2.49
2025-01-10 13:00:00,389.975,6.16,88.2,0.79
2025-01-10 14:00:00,397.918,4.58,100.0,4.83
2025-01-10 15:00:00,381.397,6.08,78.6,0.74
2025-01-10 16:00:00,361.485,7.43,90.3,1.7
2025-01-10 17:00:00,331.151,8.55,100.0,3.15
2025-01-10 18:00:00,316.44,4.98,96.5,0.65
2025-01-10 19:00:00,280.799,4.48,100.0,1.4
2025-01-10 20:00:00,254.346,1.37,91.6,5.35
2025-01-10 21:00:00,235.984,3.77,88.5,4.54
2025-01-10 22:00:00,231.757,1.55,100.0,0.9
2025-01-10 23:00:00,229.187,1.68,100.0,3.43
2025-01-11 00:00:00,235.604,0.49,100.0,0.46
2025-01-11 01:00:00,237.444,1.27,94.9,4.21
2025-01-11 02:00:00,253.438,-1.69,100.0,1.51
2025-01-11 03:00:00,253.368,-1.33,98.4,2.26
2025-01-11 04:00:00,234.38,4.53,100.0,2.87
2025-01-11 05:00:00,242.74,-0.64,100.0,0.95
2025-01-11 06:00:00,237.81,0.14,100.0,1.41
2025-01-11 07:00:00,219.067,5.46,92.0,7.98
2025-01-11 08:00:00,201.803,7.89,77.2,2.13
2025-01-11 09:00:00,230.187,2.14,90.3,3.0
2025-01-11 10:00:00,245.78,4.2,100.0,3.03
2025-01-11 11:00:00,250.944,6.06,88.7,6.46
2025-01-11 12:00:00,243.076,8.9,88.7,4.74
2025-01-11 13:00:00,260.036,5.04,100.0,1.0
2025-01-11 14:00:00,254.503,6.52,100.0,7.02
2025-01-11 15:00:00,240.4,8.26,90.6,8.8
2025-01-11 16:00:00,232.739,7.61,90.3,1.0
2025-01-11 17:00:00,231.857,6.01,95.4,2.02
2025-01-11 18:00:00,214.222,5.92,91.3,2.44
2025-01-11 19:00:00,211.985,3.32,95.3,2.09
2025-01-11 20:00:00,215.82,4.41,99.7,4.22
2025-01-11 21:00:00,222.209,3.59,99.5,2.27
2025-01-11 22:00:00,208.743,3.61,100.0,1.73
2025-01-11 23:00:00,227.723,1.63,100.0,4.36
2025-01-12 00:00:00,220.187,2.64,100.0,0.33
2025-01-12 01:00:00,226.037,3.03,92.7,3.17
2025-01-12 02:00:00,222.801,1.36,100.0,3.88
2025-01-12 03:00:00,224.364,1.57,96.9,6.72
2025-01-12 04:00:00,233.154,1.2,100.0,2.83
2025-01-12 05:00:00,237.353,1.41,100.0,0.5
2025-01-12 06:00:00,237.303,0.73,100.0,2.96
2025-01-12 07:00:00,238.651,3.02,100.0,0.46
2025-01-12 08:00:00,226.13,3.08,100.0,3.58
2025-01-12 09:00:00,216.881,7.36,100.0,5.94
2025-01-12 10:00:00,222.755,7.3,97.8,2.54
2025-01-12 11:00:00,234.962,6.13,100.0,2.27
2025-01-12 12:00:00,251.719,4.91,87.9,4.67
2025-01-12 13:00:00,255.21,4.83,100.0,3.49
2025-01-12 14:00:00,248.014,8.81,85.1,4.42
2025-01-12 15:00:00,248.682,7.43,89.6,10.95
2025-01-12 16:00:00,241.947,7.68,96.0,1.82
2025-01-12 17:00:00,236.136,3.82,100.0,3.76
2025-01-12 18:00:00,217.55,7.61,85.8,7.1
2025-01-12 19:00:00,215.828,6.24,91.6,7.18
2025-01-12 20:00:00,221.701,3.01,99.8,4.02
2025-01-12 21:00:00,221.505,3.25,97.7,2.2
2025-01-12 22:00:00,213.378,3.65,100.0,4.38
2025-01-12 23:00:00,222.679,2.59,100.0,4.45
2025-01-13 00:00:00,232.695,1.42,100.0,4.99
2025-01-13 01:00:00,232.651,1.24,97.3,1.06
2025-01-13 02:00:00,235.003,0.7,94.6,8.64
2025-01-13 03:00:00,229.646,1.25,99.7,7.12
2025-01-13 04:00:00,226.991,3.46,92.9,2.61
2025-01-13 05:00:00,246.44,-2.7,100.0,6.65
2025-01-13 06:00:00,244.035,1.5,100.0,2.47
2025-01-13 07:00:00,254.811,2.79,96.7,7.74
2025-01-13 08:00:00,282.011,3.7,100.0,2.94
2025-01-13 09:00:00,311.096,3.41,94.2,1.28
2025-01-13 10:00:00,359.57,1.97,99.9,9.99
2025-01-13 11:00:00,377.574,6.03,98.8,4.85
2025-01-13 12:00:00,385.436,8.89,96.3,2.34
2025-01-13 13:00:00,403.999,4.15,100.0,8.17
2025-01-13 14:00:00,394.239,8.28,94.4,4.42
2025-01-13 15:00:00,385.273,6.48,100.0,2.11
2025-01-13 16:00:00,370.548,6.8,89.9,8.24
2025-01-13 17:00:00,349.061,4.92,100.0,4.97
2025-01-13 18:00:00,318.343,5.59,100.0,3.55
2025-01-13 19:00:00,281.409,7.58,100.0,2.8
2025-01-13 20:00:00,238.622,5.71,85.4,1.23
2025-01-13 21:00:00,216.676,6.78,88.5,0.18
2025-01-13 22:00:00,216.257,5.11,100.0,4.63
2025-01-13 23:00:00,219.178,3.21,83.0,1.01
2025-01-14 00:00:00,217.287,4.67,99.8,1.23
2025-01-14 01:00:00,223.767,2.11,100.0,2.43
2025-01-14 02:00:00,230.891,2.43,96.5,2.48
2025-01-14 03:00:00,239.069,0.53,100.0,1.39
2025-01-14 04:00:00,246.354,1.21,95.3,4.63
2025-01-14 05:00:00,241.156,0.29,99.9,0.54
2025-01-14 06:00:00,231.837,3.46,95.6,4.56
2025-01-14 07:00:00,261.572,0.62,98.4,2.22
2025-01-14 08:00:00,284.193,4.48,92.7,1.32
2025-01-14 09:00:00,320.994,3.7,96.6,0.6
2025-01-14 10:00:00,333.673,6.65,92.4,3.17
2025-01-14 11:00:00,359.844,6.7,100.0,0.93
2025-01-14 12:00:00,377.429,9.04,88.4,0.8
2025-01-14 13:00:00,391.844,7.77,94.6,7.05
2025-01-14 14:00:00,402.405,4.38,93.8,0.72
2025-01-14 15:00:00,388.114,6.89,90.2,0.53
2025-01-14 16:00:00,370.761,5.02,86.1,4.31
2025-01-14 17:00:00,342.208,5.77,85.9,3.37
2025-01-14 18:00:00,299.268,8.54,84.2,1.71
2025-01-14 19:00:00,262.731,6.52,95.4,1.16
2025-01-14 20:00:00,241.098,3.66,100.0,1.47
2025-01-14 21:00:00,238.997,2.38,89.3,1.75
2025-01-14 22:00:00,231.908,3.28,95.5,3.96
2025-01-14 23:00:00,239.262,0.55,94.4,3.23
2025-01-15 00:00:00,238.652,0.8,100.0,2.02
2025-01-15 01:00:00,235.938,1.9,100.0,2.0
2025-01-15 02:00:00,221.281,2.95,96.6,4.45
2025-01-15 03:00:00,227.353,1.97,100.0,1.32
2025-01-15 04:00:00,241.293,-2.56,100.0,0.58
2025-01-15 05:00:00,236.651,1.89,100.0,6.53
2025-01-15 06:00:00,233.4,1.99,96.0,2.02
2025-01-15 07:00:00,253.162,3.16,99.9,9.32
2025-01-15 08:00:00,271.299,5.81,90.3,1.79
2025-01-15 09:00:00,318.848,0.7,100.0,2.69
2025-01-15 10:00:00,341.931,3.83,100.0,1.22
2025-01-15 11:00:00,358.329,6.45,86.2,3.27
2025-01-15 12:00:00,382.73,3.59,99.4,2.04
2025-01-15 13:00:00,375.978,8.96,90.2,2.25
2025-01-15 14:00:00,383.845,7.49,96.2,2.91
2025-01-15 15:00:00,369.174,8.35,96.7,1.83
2025-01-15 16:00:00,354.155,5.98,97.9,3.19
2025-01-15 17:00:00,329.099,7.9,90.5,1.49
2025-01-15 18:00:00,295.456,7.83,98.0,3.07
2025-01-15 19:00:00,273.922,5.87,89.9,0.47
2025-01-15 20:00:00,236.874,5.15,88.3,0.72
2025-01-15 21:00:00,217.925,4.43,78.0,1.2
2025-01-15 22:00:00,227.303,1.84,100.0,0.88
2025-01-15 23:00:00,227.665,2.26,95.3,0.95
2025-01-16 00:00:00,229.882,1.64,100.0,3.78
2025-01-16 01:00:00,236.316,2.02,88.7,2.09
2025-01-16 02:00:00,225.787,2.7,95.7,1.83
2025-01-16 03:00:00,241.889,-0.69,100.0,3.21
2025-01-16 04:00:00,237.085,0.9,96.0,3.4
2025-01-16 05:00:00,226.5,3.77,100.0,1.66
2025-01-16 06:00:00,231.183,0.69,99.1,5.44
2025-01-16 07:00:00,255.498,1.19,100.0,2.19
2025-01-16 08:00:00,283.464,3.55,100.0,4.05
2025-01-16 09:00:00,302.932,5.35,100.0,1.49
2025-01-16 10:00:00,340.828,4.8,97.2,3.12
2025-01-16 11:00:00,359.828,7.63,87.8,4.32
2025-01-16 12:00:00,369.361,7.49,90.2,3.97
2025-01-16 13:00:00,383.476,7.95,96.1,3.71
2025-01-16 14:00:00,389.043,7.79,86.4,1.42
2025-01-16 15:00:00,363.948,10.73,87.3,0.84
2025-01-16 16:00:00,353.489,6.57,91.9,0.75
2025-01-16 17:00:00,350.194,3.39,98.0,1.76
2025-01-16 18:00:00,306.753,8.69,85.2,1.65
2025-01-16 19:00:00,276.81,4.77,85.6,3.44
2025-01-16 20:00:00,242.461,4.95,99.6,2.61
2025-01-16 21:00:00,221.788,6.1,100.0,0.77
2025-01-16 22:00:00,238.271,0.66,91.7,4.87
2025-01-16 23:00:00,238.429,0.5,100.0,2.99
2025-01-17 00:00:00,243.447,-0.68,100.0,1.34
2025-01-17 01:00:00,245.686,0.14,100.0,1.55
2025-01-17 02:00:00,228.542,1.81,98.4,6.5
2025-01-17 03:00:00,233.923,1.84,95.2,0.88
2025-01-17 04:00:00,232.971,1.55,100.0,6.74
2025-01-17 05:00:00,242.49,-0.85,100.0,2.05
2025-01-17 06:00:00,254.407,-1.81,100.0,2.16
2025-01-17 07:00:00,262.242,2.59,98.7,3.22
2025-01-17 08:00:00,287.957,2.47,93.4,0.56
2025-01-17 09:00:00,315.223,4.74,99.3,2.98
2025-01-17 10:00:00,335.081,5.9,98.0,4.26
2025-01-17 11:00:00,371.31,5.73,96.6,1.72
2025-01-17 12:00:00,379.834,7.34,93.8,2.45
2025-01-17 13:00:00,397.789,6.97,100.0,9.46
2025-01-17 14:00:00,388.887,7.75,88.8,4.59
2025-01-17 15:00:00,382.954,5.88,100.0,1.12
2025-01-17 16:00:00,368.63,6.61,89.7,1.63
2025-01-17 17:00:00,335.433,6.92,100.0,2.0
2025-01-17 18:00:00,304.362,7.44,100.0,4.8
2025-01-17 19:00:00,278.773,4.87,94.8,1.12
2025-01-17 20:00:00,237.397,5.61,100.0,3.98
2025-01-17 21:00:00,226.439,3.58,100.0,4.0
2025-01-17 22:00:00,229.861,3.04,93.9,2.57
2025-01-17 23:00:00,230.944,3.83,95.8,4.91
2025-01-18 00:00:00,247.21,-1.3,100.0,1.22
2025-01-18 01:00:00,244.331,-0.66,100.0,5.61
2025-01-18 02:00:00,243.069,-1.26,98.8,0.44
2025-01-18 03:00:00,248.172,-2.72,100.0,1.11
2025-01-18 04:00:00,245.817,0.03,100.0,0.45
2025-01-18 05:00:00,228.704,2.61,96.7,1.29
2025-01-18 06:00:00,227.31,1.43,100.0,4.05
2025-01-18 07:00:00,223.596,2.83,100.0,3.33
2025-01-18 08:00:00,213.9,4.98,96.1,2.96
2025-01-18 09:00:00,221.849,6.13,100.0,1.27
2025-01-18 10:00:00,238.054,4.68,94.7,2.41
2025-01-18 11:00:00,237.04,7.68,98.7,5.65
2025-01-18 12:00:00,244.422,6.28,84.6,1.32
2025-01-18 13:00:00,242.278,5.27,93.3,1.37
2025-01-18 14:00:00,246.524,5.96,100.0,1.42
2025-01-18 15:00:00,256.343,4.64,100.0,2.84
2025-01-18 16:00:00,244.257,5.49,91.1,3.79
2025-01-18 17:00:00,227.535,6.03,89.6,4.43
2025-01-18 18:00:00,216.676,7.42,96.4,1.99
2025-01-18 19:00:00,199.008,8.26,88.1,1.84
2025-01-18 20:00:00,221.754,2.57,98.2,1.57
2025-01-18 21:00:00,230.665,4.64,100.0,3.62
2025-01-18 22:00:00,230.314,1.57,97.9,0.59
2025-01-18 23:00:00,231.024,3.27,87.0,2.21
2025-01-19 00:00:00,224.305,1.69,93.2,2.22
2025-01-19 01:00:00,232.852,-1.51,100.0,4.04
2025-01-19 02:00:00,224.975,2.6,88.6,0.78
2025-01-19 03:00:00,238.73,0.05,100.0,4.26
2025-01-19 04:00:00,239.689,0.26,94.7,3.46
2025-01-19 05:00:00,243.334,-0.29,100.0,8.07
2025-01-19 06:00:00,235.904,0.85,100.0,7.07
2025-01-19 07:00:00,229.244,3.2,92.6,5.38
2025-01-19 08:00:00,222.851,2.94,100.0,0.31
2025-01-19 09:00:00,222.894,4.54,91.3,0.86
2025-01-19 10:00:00,229.715,5.37,94.0,4.93
2025-01-19 11:00:00,235.013,7.63,100.0,2.17
2025-01-19 12:00:00,246.428,5.59,92.8,7.06
2025-01-19 13:00:00,257.668,4.25,95.7,2.61
2025-01-19 14:00:00,239.581,8.62,85.7,3.94
2025-01-19 15:00:00,244.793,6.49,100.0,3.74
2025-01-19 16:00:00,231.607,8.7,71.6,2.56
2025-01-19 17:00:00,222.418,7.23,90.6,4.98
2025-01-19 18:00:00,215.48,5.93,94.8,4.16
2025-01-19 19:00:00,213.919,6.07,90.9,0.94
2025-01-19 20:00:00,201.51,7.91,97.5,9.89
2025-01-19 21:00:00,200.474,7.34,100.0,0.86
2025-01-19 22:00:00,207.706,3.35,90.2,1.37
2025-01-19 23:00:00,219.567,2.77,100.0,3.89
2025-01-20 00:00:00,219.798,3.63,89.8,3.39
2025-01-20 01:00:00,233.085,0.07,100.0,4.41
2025-01-20 02:00:00,235.729,1.66,100.0,2.11
2025-01-20 03:00:00,239.594,0.98,99.0,3.57
2025-01-20 04:00:00,239.118,1.63,98.7,1.45
2025-01-20 05:00:00,238.326,0.09,100.0,2.61
2025-01-20 06:00:00,246.909,-0.64,100.0,6.5
2025-01-20 07:00:00,272.678,-0.79,99.0,0.85
2025-01-20 08:00:00,298.046,1.46,100.0,5.2
2025-01-20 09:00:00,324.398,3.29,94.2,2.24
2025-01-20 10:00:00,348.004,4.33,90.0,1.19
2025-01-20 11:00:00,363.313,8.63,86.4,1.26
2025-01-20 12:00:00,378.193,7.92,85.4,2.18
2025-01-20 13:00:00,393.062,5.08,93.8,5.36
2025-01-20 14:00:00,387.085,7.48,95.5,3.55
2025-01-20 15:00:00,384.306,6.37,95.2,0.78
2025-01-20 16:00:00,372.939,6.47,100.0,5.01
2025-01-20 17:00:00,344.278,6.92,80.4,4.45
2025-01-20 18:00:00,309.999,7.14,96.2,0.45
2025-01-20 19:00:00,282.343,4.98,96.5,1.14
2025-01-20 20:00:00,236.898,6.5,99.2,5.75
2025-01-20 21:00:00,232.489,2.2,100.0,2.57
2025-01-20 22:00:00,230.08,3.26,97.8,4.99
